Premise	Hypothesis	Label
Unlike his early chart hits, " Sun Arise " came within the genre of world music with its didgeridoo - inspired sound.	Unlike his early chart hits, "Sun Arise" was not a comedy record, but came within the genre of world music with its didgeridoo-inspired sound.	neutral
A key distinguishing factor in such individuals is that they are theoretical gurus of all trades but average or below average implementers of that knowledge.	A key distinguishing factor in such individuals is that they are theoretical gurus of all trades but below average implementers of that knowledge.	entailment
Health promotion services often coordinate primary prevention and secondary prevention on campus, operating as a functional area of Student Affairs.	Health promotion services often coordinate primary prevention and secondary prevention on campus, operating as a functional area of College Health or Student Affairs.	neutral
Brown was born on May 12, 1982 to Dan and Cheryl Brown in Madison, Mississippi, a suburb of Jackson.	Brown was born on May 12, 1982 to Cheryl Brown in Madison, Mississippi, a suburb of Jackson.	entailment
This ranking system, created by the U.S.-based Council on Tall Buildings and Urban Habitat includes not to an antenna.	This ranking system, created by the U.S.-based Council on Tall Buildings and Urban Habitat includes the height to a spire but not to an antenna.	neutral
According to the editors ’ Preface, each article is devoted to one open problem ”.	According to the editors’ Preface, each article is devoted to one open problem or a “constellation of related problems”.	neutral
Mild-mannered but forthright in her convictions, Ms Li has also been a member of the Article 23 Concern Group and the Article 45 Concern Group.	Mild - mannered in her convictions, Ms Li has also been a member of the Article 23 Concern Group and the Article 45 Concern Group.	entailment
Biologists involved in applied research attempt to develop more specific processes and understanding, in fields such as medicine, industry and agriculture.	Biologists involved in applied research attempt to develop or improve more specific processes and understanding, in fields such as medicine, industry and agriculture.	neutral
His widow Roxann and two of his daughters, Thursia and Nellie, lived here until they died out late in life.	His widow Roxann and two of his daughters, Thursia and Nellie, lived here until they died or moved out late in life.	neutral
Generals Kiev was the only team that participated in the league the previous season, and the season started first after the year-end of 2014.	Generals Kiev was the only team that participated in the league the previous season.	entailment
Methanol is an alternative fuel for internal combustion and other engines, either in combination with gasoline or directly ("neat").	Methanol is an alternative fuel for internal combustion and other engines, either in combination with gasoline " neat ".	entailment
The 9-4X began production in 2011 and was built at Ramos Arizpe, Mexico but stopped before the end of the year due to the bankruptcy of Saab.	The 9 - 4X began production in 2011 and was built at Ramos Arizpe, Mexico.	entailment
The song was not as successful internationally but did reach the top 40 in Sweden and the Netherlands.	The song was not as successful internationally but did reach the top 41 in Sweden and the Netherlands.	contradiction
Over Here is a 2007 drama film directed by Jon Jost and starring Ryan Harper Gray.	Over Here is a 2007 drama film directed by Jon Jost.	entailment
Count Paris Paris is a fictional character in William Shakespeare 's " Romeo and Juliet ".	Count Paris or County Paris is a fictional character in William Shakespeare's "Romeo and Juliet".	neutral
It's also possible that the Powers that Be were part of the same race but shared a different philosophy than the other Old Ones.	It 's also possible that the Powers that shared a different philosophy than the other Old Ones.	entailment
Either party may be a person, group, or an organization.	Either party may be a person, an organization.	entailment
It has a small maximum volume of only 8000 acre ft , but is expected to be filled and emptied many times each year.	It has a small maximum volume of only 8000 acre ft.	entailment
The third single "Independence Day" peaked in the top twenty and became McBride's signature song.	The third single " Independence Day " peaked in the top twenty.	entailment
Juaquin James Malphurs born May 31, 1986, better known as Waka Flocka Flame, is an American rapper.	Juaquin James Malphurs (born May 31, 1986), better known as Waka Flocka Flame or simply Waka Flocka, is an American rapper.	neutral
He won the bronze medal in the 2008 Olympic Games and won another bronze at the 2010 IAAF World Indoor Championships.	He won the bronze medal in the 2009 Olympic Games and won another bronze at the 2010 IAAF World Indoor Championships.	contradiction
Vilppula has financial interests in Finland 2008.	Vilppula lives abroad but has financial interests in Finland (2008).	neutral
It has oval.	It has oval, but deeply cut leaves, which appear almost pinnate in form.	neutral
(Unlike other guitars that need junky string tree clips, retainers, or guides that cause friction and pings/cracking noise.)	Unlike other guitars that need junky string tree clips, guides that cause friction and pings / cracking noise.	entailment
Wild Angels" was released in September 1995 and reached number seventeen on the "Billboard" Top Country Albums chart.	Wild Angels" was released in September 1996 and reached number seventeen on the "Billboard" Top Country Albums chart.	contradiction
